City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Tashtagol,RU,2020-10-30 01:39:12,52.77,87.89,28.78,97,100,8.21
292,Erzin,TR,2020-10-30 01:39:12,36.96,36.2,68.0,79,0,4.0
293,Sola,VU,2020-10-30 01:34:14,-13.88,167.55,86.0,79,75,15.84
294,Panzhihua,CN,2020-10-30 01:39:12,26.59,101.71,72.77,62,36,0.49
295,Shimoda,JP,2020-10-30 01:39:12,34.67,138.95,64.4,52,40,18.34
296,Jardim,BR,2020-10-30 01:39:12,-21.48,-56.14,66.54,87,0,4.0
297,Hlotse,LS,2020-10-30 01:39:12,-28.87,28.05,61.12,61,74,2.28
298,Port Lincoln,AU,2020-10-30 01:35:48,-34.73,135.87,59.16,67,47,19.55
299,Batagay,RU,2020-10-30 01:39:12,67.63,134.63,2.64,91,100,1.39
300,Amapa,BR,2020-10-30 01:39:12,1.0,-52.0,79.61,68,0,5.84
301,Yulara,AU,2020-10-30 01:39:12,-25.24,130.99,71.6,26,0,12.75
302,Sena Madureira,BR,2020-10-30 01:39:12,-9.07,-68.66,74.7,95,67,4.74
303,Pontianak,ID,2020-10-30 01:39:12,-0.03,109.33,86.43,67,8,3.27
304,Saint-Joseph,RE,2020-10-30 01:39:12,-21.37,55.62,69.8,56,75,13.87
305,Broken Hill,AU,2020-10-30 01:39:13,-31.95,141.43,64.4,52,75,20.8
306,Caravelas,BR,2020-10-30 01:37:00,-17.71,-39.25,76.46,84,100,9.66
307,Saint-Francois,FR,2020-10-30 01:39:13,46.42,3.91,55.4,82,90,2.24
308,Bilibino,RU,2020-10-30 01:39:13,68.05,166.44,3.96,82,85,1.48
309,Norman Wells,CA,2020-10-30 01:34:59,65.28,-126.83,8.67,92,38,0.78
310,Nouadhibou,MR,2020-10-30 01:39:13,20.93,-17.03,68.0,72,0,17.22
311,Baraboo,US,2020-10-30 01:39:13,43.47,-89.74,36.0,80,90,4.7
312,Udachnyy,RU,2020-10-30 01:35:26,66.42,112.4,-8.28,90,63,1.03
313,Dunedin,NZ,2020-10-30 01:39:13,-45.87,170.5,57.99,86,100,8.01
314,Khovu-Aksy,RU,2020-10-30 01:39:13,51.13,93.6,20.19,85,97,4.97
315,Kayerkan,RU,2020-10-30 01:39:13,69.35,87.76,5.23,88,89,9.15
316,Biggar,GB,2020-10-30 01:39:13,55.62,-3.52,57.99,64,69,5.01
317,Ampanihy,MG,2020-10-30 01:39:13,-24.7,44.75,70.95,61,0,8.9
318,Bilma,NE,2020-10-30 01:39:13,18.69,12.92,70.52,22,0,8.86
319,Mandera,KE,2020-10-30 01:39:13,3.94,41.87,77.25,74,30,14.29
320,Honiara,SB,2020-10-30 01:39:13,-9.43,159.95,84.2,79,40,4.7
321,Souillac,MU,2020-10-30 01:39:00,-20.52,57.52,68.0,70,27,10.0
322,Warwick,US,2020-10-30 01:39:13,41.7,-71.42,46.99,100,90,18.34
323,Paris,FR,2020-10-30 01:37:28,48.85,2.35,57.99,93,90,8.05
324,Dunmore East,IE,2020-10-30 01:39:13,52.15,-6.99,55.99,93,100,5.01
325,Tabuk,PH,2020-10-30 01:39:13,17.42,121.44,82.72,74,20,6.62
326,Tsumeb,NA,2020-10-30 01:39:13,-19.23,17.72,72.45,52,43,5.57
327,Great Falls,US,2020-10-30 01:39:13,47.5,-111.3,50.0,53,40,10.29
328,Laplace,US,2020-10-30 01:39:13,30.07,-90.48,60.8,55,1,6.93
329,Nelson Bay,AU,2020-10-30 01:34:27,-32.72,152.15,71.01,64,40,10.29
330,Escarcega,MX,2020-10-30 01:39:14,18.61,-90.75,73.42,97,100,4.79
331,Muisne,EC,2020-10-30 01:39:14,0.6,-80.03,74.39,84,100,8.95
332,Garissa,KE,2020-10-30 01:39:14,-0.45,39.64,75.78,77,16,12.06
333,Kieta,PG,2020-10-30 01:39:14,-6.22,155.63,84.45,73,78,11.16
334,Bokajan,IN,2020-10-30 01:39:14,26.02,93.78,74.46,85,92,3.89
335,Flin Flon,CA,2020-10-30 01:39:14,54.77,-101.86,24.85,97,94,7.61
336,Minot,US,2020-10-30 01:39:14,48.23,-101.3,39.2,86,90,3.36
337,Sao Jose Da Coroa Grande,BR,2020-10-30 01:39:14,-8.9,-35.15,76.44,86,83,8.95
338,Serenje,ZM,2020-10-30 01:39:14,-13.23,30.24,61.45,65,0,3.69
339,Jaque,PA,2020-10-30 01:39:14,7.52,-78.17,78.49,83,50,3.78
340,Ishigaki,JP,2020-10-30 01:39:14,24.34,124.16,78.8,78,75,16.11
341,Zhangye,CN,2020-10-30 01:39:14,38.93,100.45,43.09,56,1,11.34
342,Nara,JP,2020-10-30 01:39:14,34.69,135.8,66.99,55,40,11.41
343,Islamkot,PK,2020-10-30 01:39:14,24.7,70.18,75.61,37,0,8.21
344,Kashi,CN,2020-10-30 01:39:14,39.45,75.98,41.0,41,0,6.71
345,Rock Sound,BS,2020-10-30 01:39:14,24.9,-76.2,81.68,80,0,11.83
346,Fairbanks,US,2020-10-30 01:35:46,64.84,-147.72,17.6,78,90,4.7
347,Marzuq,YE,2020-10-30 01:34:15,14.4,46.47,61.21,32,0,3.18
348,Takoradi,GH,2020-10-30 01:39:14,4.88,-1.76,77.47,87,0,5.35
349,Kirksville,US,2020-10-30 01:39:07,40.19,-92.58,35.01,80,1,3.36
350,Keta,GH,2020-10-30 01:39:15,5.92,0.99,80.6,83,20,4.7
351,Asyut,EG,2020-10-30 01:39:15,27.18,31.18,69.8,73,0,11.41
352,Luderitz,NA,2020-10-30 01:39:15,-26.65,15.16,56.39,74,0,27.83
353,Jinchang,CN,2020-10-30 01:39:15,38.5,102.17,45.09,54,47,14.79
354,Hami,CN,2020-10-30 01:39:15,42.8,93.45,45.64,49,7,9.46
355,Kudahuvadhoo,MV,2020-10-30 01:39:15,2.67,72.89,82.53,77,54,10.67
356,Padang,ID,2020-10-30 01:34:15,-0.95,100.35,85.75,57,40,1.43
357,Gaspe,CA,2020-10-30 01:39:15,48.83,-64.48,30.0,74,48,3.0
358,Port Blair,IN,2020-10-30 01:39:15,11.67,92.75,82.92,77,58,9.57
359,Acarau,BR,2020-10-30 01:39:15,-2.89,-40.12,77.43,83,69,15.28
360,Ixtapa,MX,2020-10-30 01:39:15,20.7,-105.2,82.4,74,5,4.7
361,Kodiak,US,2020-10-30 01:39:15,57.79,-152.41,41.0,56,1,3.36
362,Ariquemes,BR,2020-10-30 01:39:15,-9.91,-63.04,75.51,88,74,0.34
363,Sao Felix Do Xingu,BR,2020-10-30 01:39:15,-6.64,-51.99,76.03,84,68,2.44
364,Severobaykalsk,RU,2020-10-30 01:39:15,55.65,109.32,30.09,88,100,5.28
365,Ivdel,RU,2020-10-30 01:39:15,60.69,60.42,34.93,90,20,5.32
366,Hambantota,LK,2020-10-30 01:39:15,6.12,81.12,80.2,75,100,4.81
367,Vila,PT,2020-10-30 01:39:01,42.03,-8.16,57.0,100,75,6.93
368,Guayaramerin,BO,2020-10-30 01:39:15,-10.84,-65.36,74.37,94,93,1.16
369,Suruc,TR,2020-10-30 01:39:15,36.98,38.42,66.2,39,0,3.36
370,Viedma,AR,2020-10-30 01:39:16,-40.81,-63.0,55.0,51,0,4.0
371,Karasburg,NA,2020-10-30 01:39:16,-28.02,18.75,49.96,79,0,4.72
372,Nagato,JP,2020-10-30 01:39:16,34.38,131.2,66.2,52,20,6.93
373,Vostok,RU,2020-10-30 01:36:58,46.49,135.88,32.68,100,100,3.15
374,Cirebon,ID,2020-10-30 01:37:17,-6.71,108.56,86.83,61,38,8.41
375,Atambua,ID,2020-10-30 01:39:16,-9.11,124.89,87.84,48,4,3.27
376,Crawfordsville,US,2020-10-30 01:39:16,40.04,-86.87,48.2,75,90,13.87
377,Cap-Aux-Meules,CA,2020-10-30 01:39:16,47.38,-61.86,37.18,76,100,24.61
378,Tucurui,BR,2020-10-30 01:39:16,-3.77,-49.67,82.15,67,85,3.06
379,Boyolangu,ID,2020-10-30 01:39:16,-8.12,111.89,87.08,60,26,3.74
380,Canon City,US,2020-10-30 01:39:16,38.44,-105.24,44.01,71,0,3.98
381,Tezu,IN,2020-10-30 01:39:16,27.92,96.17,77.83,37,32,0.81
382,Maroslele,HU,2020-10-30 01:39:16,46.27,20.35,46.99,96,0,13.47
383,Svetlaya,RU,2020-10-30 01:39:16,46.54,138.33,47.32,67,0,11.68
384,Khani,GE,2020-10-30 01:39:16,41.96,42.96,59.0,100,90,5.82
385,Ugoofaaru,MV,2020-10-30 01:39:16,5.67,73.0,82.36,73,64,7.61
386,Beihai,CN,2020-10-30 01:39:16,21.48,109.1,70.45,83,96,15.5
387,Brufut,GM,2020-10-30 01:39:16,13.38,-16.75,77.0,100,0,6.2
388,Yueyang,CN,2020-10-30 01:39:16,29.33,113.09,65.89,66,33,3.65
389,Sao Raimundo Nonato,BR,2020-10-30 01:39:16,-9.02,-42.7,77.58,70,100,0.56
390,Kumbhraj,IN,2020-10-30 01:39:16,24.37,77.05,69.24,39,0,0.87
391,San Carlos De Bariloche,AR,2020-10-30 01:39:17,-41.15,-71.31,46.4,42,0,5.82
392,Oktyabrskiy,RU,2020-10-30 01:39:17,54.48,53.47,32.04,93,37,4.12
393,Rong Kwang,TH,2020-10-30 01:39:17,18.34,100.32,72.59,92,99,4.38
394,Epe,NG,2020-10-30 01:39:17,6.58,3.98,76.28,92,100,1.45
395,Bud,US,2020-10-30 01:35:02,39.45,-86.18,45.0,87,1,12.75
396,Zhangjiakou,CN,2020-10-30 01:39:17,40.81,114.88,49.17,40,14,2.04
397,Mamakan,RU,2020-10-30 01:39:17,57.82,114.0,27.91,92,98,4.0
398,Afyonkarahisar,TR,2020-10-30 01:39:17,38.75,30.67,50.29,84,12,1.88
399,Kaitangata,NZ,2020-10-30 01:35:56,-46.28,169.85,57.0,86,100,1.01
400,Sao Joao Da Barra,BR,2020-10-30 01:36:49,-21.64,-41.05,75.61,89,96,19.26
401,Hobyo,SO,2020-10-30 01:35:06,5.35,48.53,79.02,81,99,7.81
402,Sabya,SA,2020-10-30 01:39:17,17.15,42.63,78.8,83,0,3.36
403,Kaseda,JP,2020-10-30 01:39:17,31.42,130.32,64.4,72,40,5.82
404,Acobamba,PE,2020-10-30 01:39:17,-11.35,-75.66,55.13,65,100,0.96
405,Saint-Augustin,CA,2020-10-30 01:39:17,51.23,-58.65,28.74,87,85,13.13
406,Praya,CV,2020-10-30 01:39:17,14.92,-23.51,78.8,78,20,18.34
407,Fort Nelson,CA,2020-10-30 01:39:17,58.81,-122.7,26.58,97,100,3.11
408,Oriximina,BR,2020-10-30 01:39:17,-1.77,-55.87,81.09,71,17,3.24
409,Vila Franca Do Campo,PT,2020-10-30 01:39:17,37.72,-25.43,68.0,94,75,12.75
410,Wanaka,NZ,2020-10-30 01:39:17,-44.7,169.15,58.62,80,100,7.81
411,Komsomolskiy,UZ,2020-10-30 01:39:17,40.43,71.72,33.8,59,0,4.7
412,Antalaha,MG,2020-10-30 01:39:17,-14.9,50.28,70.81,88,69,9.46
413,Veraval,IN,2020-10-30 01:39:18,20.9,70.37,77.4,62,0,7.94
414,Berlevag,NO,2020-10-30 01:39:18,70.86,29.09,35.49,83,100,23.24
415,Morgan City,US,2020-10-30 01:37:57,29.7,-91.21,57.2,67,1,10.29
416,North Bend,US,2020-10-30 01:39:18,43.41,-124.22,59.0,87,1,8.05
417,Beyneu,KZ,2020-10-30 01:39:18,45.32,55.2,41.65,62,73,16.24
418,Normandin,CA,2020-10-30 01:39:18,48.83,-72.53,21.27,92,0,5.84
419,Coahuayana,MX,2020-10-30 01:39:18,18.73,-103.68,75.2,83,75,0.4
420,Chapais,CA,2020-10-30 01:34:50,49.78,-74.85,12.4,97,0,4.92
421,Huesca,ES,2020-10-30 01:39:18,42.14,-0.41,41.0,93,0,2.77
422,Sorong,ID,2020-10-30 01:39:18,-0.88,131.25,84.76,69,55,10.45
423,Alice Springs,AU,2020-10-30 01:39:18,-23.7,133.88,71.6,21,0,10.29
424,Touros,BR,2020-10-30 01:39:18,-5.2,-35.46,77.0,83,40,3.36
425,Tazovskiy,RU,2020-10-30 01:39:18,67.47,78.7,3.65,93,100,9.19
426,Saint-Pierre,RE,2020-10-30 01:39:18,-21.34,55.48,69.8,56,75,13.87
427,Faya,SA,2020-10-30 01:39:18,18.39,42.45,55.4,40,0,2.68
428,Zlobin,HR,2020-10-30 01:39:18,45.29,14.65,55.99,93,0,4.65
429,High Rock,BS,2020-10-30 01:39:18,26.62,-78.28,81.88,82,0,10.16
430,Sur,OM,2020-10-30 01:39:18,22.57,59.53,71.92,67,0,6.89
431,Astara,AZ,2020-10-30 01:39:18,38.5,48.67,60.31,54,5,3.4
432,Xapuri,BR,2020-10-30 01:36:54,-10.65,-68.5,76.86,82,4,2.57
433,Vardo,NO,2020-10-30 01:37:19,70.37,31.11,36.61,81,75,19.98
434,Tabou,CI,2020-10-30 01:39:18,4.42,-7.35,76.98,91,100,7.36
435,Thinadhoo,MV,2020-10-30 01:39:19,0.53,72.93,82.87,76,40,11.14
436,Manokwari,ID,2020-10-30 01:37:27,-0.87,134.08,84.94,69,100,6.44
437,Anadyr,RU,2020-10-30 01:34:27,64.75,177.48,12.2,85,0,4.47
438,Robe,AU,2020-10-30 01:39:19,-37.18,139.75,58.46,78,2,17.02
439,Bathsheba,BB,2020-10-30 01:35:55,13.22,-59.52,80.6,88,40,23.04
440,Mogocha,RU,2020-10-30 01:39:19,53.73,119.77,28.49,87,59,2.53
441,Providencia,MX,2020-10-30 01:39:19,28.72,-111.58,72.0,38,0,4.0
442,Pangai,TO,2020-10-30 01:39:19,-19.8,-174.35,77.0,61,40,14.99
443,Ossora,RU,2020-10-30 01:39:19,59.24,163.07,35.2,87,95,5.57
444,Paamiut,GL,2020-10-30 01:37:18,61.99,-49.67,27.23,88,0,8.59
445,Vadso,NO,2020-10-30 01:39:19,70.07,29.75,30.2,86,51,18.34
446,Ust-Ishim,RU,2020-10-30 01:39:19,57.69,71.17,35.92,92,100,7.94
447,Iqaluit,CA,2020-10-30 01:34:40,63.75,-68.51,4.44,90,0,8.97
448,Ballymena,GB,2020-10-30 01:39:19,54.86,-6.28,57.2,87,75,21.92
449,Nizhniy Kuranakh,RU,2020-10-30 01:39:19,58.84,125.49,13.08,94,100,0.69
450,Baruun-Urt,MN,2020-10-30 01:39:19,46.68,113.28,43.07,51,100,14.99
451,Grand Gaube,MU,2020-10-30 01:36:19,-20.01,57.66,68.0,70,1,10.0
452,Hearst,CA,2020-10-30 01:39:19,49.68,-83.67,18.99,82,0,0.74
453,Coihueco,CL,2020-10-30 01:39:19,-36.62,-71.83,62.6,63,0,5.82
454,Yarmouth,US,2020-10-30 01:37:39,41.71,-70.23,51.01,93,90,12.75
455,Tura,IN,2020-10-30 01:35:31,25.52,90.22,76.87,78,0,3.56
456,Robertsganj,IN,2020-10-30 01:39:20,24.7,83.07,67.68,48,0,3.98
457,Roma,US,2020-10-30 01:36:18,43.21,-75.46,42.8,81,90,7.72
458,Wanxian,CN,2020-10-30 01:39:20,30.8,108.39,63.21,76,100,3.11
459,Alofi,NU,2020-10-30 01:35:50,-19.06,-169.92,78.8,61,75,18.34
460,Itaueira,BR,2020-10-30 01:36:40,-7.6,-43.03,82.15,58,85,5.48
461,Lichuan,CN,2020-10-30 01:39:20,30.3,108.85,53.58,91,97,4.05
462,Voi,KE,2020-10-30 01:39:20,-3.39,38.56,69.78,80,80,6.06
463,Burns Lake,CA,2020-10-30 01:39:20,54.23,-125.75,33.91,93,100,3.53
464,Heinola,FI,2020-10-30 01:39:20,61.21,26.04,45.0,100,90,5.82
465,Anaconda,US,2020-10-30 01:39:20,46.13,-112.94,51.8,37,1,7.02
466,Verkhoyansk,RU,2020-10-30 01:39:20,67.54,133.38,4.19,92,100,1.3
467,Upata,VE,2020-10-30 01:39:20,8.01,-62.4,73.08,94,89,4.81
468,Hirara,JP,2020-10-30 01:39:20,24.8,125.28,78.8,78,75,16.11
469,Kindu,CD,2020-10-30 01:39:20,-2.95,25.95,69.01,97,100,2.06
470,Tomatlan,MX,2020-10-30 01:39:20,19.93,-105.25,75.99,84,0,1.43
471,Kungurtug,RU,2020-10-30 01:39:20,50.6,97.52,23.11,77,62,2.66
472,Yabelo,ET,2020-10-30 01:39:20,4.88,38.08,59.05,94,99,7.38
473,Den Helder,NL,2020-10-30 01:35:17,52.96,4.76,57.99,87,75,20.8
474,Manavalakurichi,IN,2020-10-30 01:39:21,8.13,77.3,80.6,94,20,5.37
475,Chuy,UY,2020-10-30 01:39:21,-33.7,-53.46,49.46,88,6,6.69
476,Port Moresby,PG,2020-10-30 01:39:21,-9.44,147.18,86.0,66,40,11.41
477,Abu Dhabi,AE,2020-10-30 01:39:21,24.47,54.37,77.0,83,0,2.24
478,Olafsvik,IS,2020-10-30 01:39:21,64.89,-23.71,42.06,86,100,16.06
479,Terney,RU,2020-10-30 01:39:21,45.05,136.61,49.89,54,0,4.81
480,Kwinana,AU,2020-10-30 01:39:21,-32.25,115.77,82.99,29,87,14.99
481,Praia Da Vitoria,PT,2020-10-30 01:35:02,38.73,-27.07,66.2,93,40,7.45
482,Lhokseumawe,ID,2020-10-30 01:39:21,5.18,97.15,81.41,75,100,3.31
483,Nuristan,AF,2020-10-30 01:39:21,35.3,70.83,17.51,60,0,11.27
484,Ambilobe,MG,2020-10-30 01:39:21,-13.2,49.05,71.8,75,10,5.84
485,Kantang,TH,2020-10-30 01:39:21,7.41,99.52,83.98,70,84,2.04
486,Karpathos,GR,2020-10-30 01:39:21,35.51,27.21,66.2,82,5,8.05
487,Mbaiki,CF,2020-10-30 01:39:21,3.87,17.99,66.36,98,94,1.03
488,Ulaangom,MN,2020-10-30 01:39:21,49.98,92.07,29.25,81,100,1.97
489,Tungor,RU,2020-10-30 01:39:21,53.38,142.96,40.21,77,90,11.21
490,Le Mars,US,2020-10-30 01:39:22,42.79,-96.17,37.4,64,90,6.93
491,Tilichiki,RU,2020-10-30 01:39:22,60.47,166.1,29.66,92,0,0.83
492,Fortuna,US,2020-10-30 01:39:22,40.6,-124.16,55.99,81,1,9.17
493,Margate,GB,2020-10-30 01:39:22,51.38,1.39,59.0,81,100,4.0
494,Necochea,AR,2020-10-30 01:36:33,-38.55,-58.74,43.5,74,0,1.32
495,Khor,RU,2020-10-30 01:39:22,47.89,134.95,41.9,70,0,4.09
496,Tyrma,RU,2020-10-30 01:39:22,50.08,132.17,36.81,77,100,2.91
497,Darhan,MN,2020-10-30 01:39:22,49.49,105.92,36.0,81,100,4.59
498,Korla,CN,2020-10-30 01:36:37,41.76,86.15,43.0,72,90,3.0
499,Nanakuli,US,2020-10-30 01:39:22,21.39,-158.15,84.0,61,90,11.41
500,Sergeyevka,KZ,2020-10-30 01:39:22,53.88,67.42,31.08,96,55,7.99
501,Dingle,PH,2020-10-30 01:39:22,11.0,122.67,80.71,84,100,9.04
502,Valentin Gomez Farias,MX,2020-10-30 01:39:22,28.22,-106.58,57.99,36,0,1.01
503,Jasper,US,2020-10-30 01:39:22,37.2,-94.35,42.01,80,1,6.93
504,Talaya,RU,2020-10-30 01:39:22,61.38,152.75,18.97,90,100,3.22
505,Hereford,GB,2020-10-30 01:39:22,52.06,-2.71,57.99,93,100,3.0
506,Altay,CN,2020-10-30 01:39:22,47.87,88.12,23.54,86,71,3.51
507,Bukama,CD,2020-10-30 01:39:22,-9.2,25.85,68.4,94,47,1.92
508,Pleasanton,US,2020-10-30 01:39:23,37.66,-121.87,68.0,36,0,3.0
509,Aykhal,RU,2020-10-30 01:39:23,66.0,111.5,-5.78,90,88,2.91
510,Trairi,BR,2020-10-30 01:39:23,-3.28,-39.27,78.35,79,17,10.83
511,Sabha,LY,2020-10-30 01:39:23,27.04,14.43,59.94,49,0,11.7
512,Salym,RU,2020-10-30 01:39:23,60.06,71.48,34.97,94,99,8.23
513,Poum,NC,2020-10-30 01:36:03,-20.23,164.02,77.54,71,100,13.56
514,Palu,ID,2020-10-30 01:39:23,-0.89,119.87,89.4,52,83,3.11
515,Kurilsk,RU,2020-10-30 01:39:23,45.23,147.88,47.26,84,98,5.21
516,Kizukuri,JP,2020-10-30 01:39:23,40.81,140.39,54.0,86,75,6.93
517,Maneadero,MX,2020-10-30 01:35:38,31.72,-116.57,66.0,78,0,1.81
518,Manta,EC,2020-10-30 01:39:23,-0.95,-80.73,75.2,83,90,5.82
519,Lavrentiya,RU,2020-10-30 01:34:24,65.58,-171.0,25.18,88,0,3.89
520,Port Hardy,CA,2020-10-30 01:39:23,50.7,-127.42,53.24,81,100,15.64
521,Oistins,BB,2020-10-30 01:39:23,13.07,-59.53,80.6,88,40,23.04
522,Vigrestad,NO,2020-10-30 01:39:23,58.57,5.7,46.0,99,100,4.0
523,Ola,RU,2020-10-30 01:39:23,59.58,151.28,31.06,90,100,4.92
524,Qujing,CN,2020-10-30 01:39:23,25.48,103.78,59.38,81,98,6.04
525,Hlukhiv,UA,2020-10-30 01:39:23,51.68,33.92,43.92,73,80,3.69
526,Waingapu,ID,2020-10-30 01:39:23,-9.66,120.26,87.17,58,89,7.85
527,Kapoeta,SS,2020-10-30 01:39:24,4.77,33.59,77.52,60,100,7.78
528,Seoul,KR,2020-10-30 01:39:24,37.57,126.98,55.4,37,1,3.36
529,Mitsamiouli,KM,2020-10-30 01:37:09,-11.38,43.28,78.53,80,4,12.71
530,Kikwit,CD,2020-10-30 01:39:24,-5.04,18.82,69.01,98,61,0.74
531,Sterling,US,2020-10-30 01:39:24,39.01,-77.43,51.8,87,90,9.17
532,Doha,QA,2020-10-30 01:35:49,25.29,51.53,77.0,69,0,3.36
533,Bogo,PH,2020-10-30 01:39:24,11.05,124.01,82.89,81,100,10.54
534,Gorontalo,ID,2020-10-30 01:39:24,0.54,123.06,88.79,55,100,3.27
535,Bystryy Istok,RU,2020-10-30 01:39:24,52.37,84.39,35.44,85,100,20.78
536,Marica,BR,2020-10-30 01:39:24,-22.92,-42.82,78.8,88,90,8.05
537,Luanda,AO,2020-10-30 01:39:24,-8.84,13.23,75.2,94,75,4.7
538,Valparaiso,CL,2020-10-30 01:39:24,-33.04,-71.63,51.8,93,0,8.05
539,Coquimbo,CL,2020-10-30 01:39:24,-29.95,-71.34,53.6,87,0,4.7
540,Kosa,RU,2020-10-30 01:39:24,59.94,55.0,30.4,98,30,8.03
541,West Bay,KY,2020-10-30 01:39:24,19.37,-81.42,80.6,78,20,7.58
542,Jurado,CO,2020-10-30 01:39:24,7.11,-77.76,77.07,88,37,3.56
543,Pokhara,NP,2020-10-30 01:39:24,28.23,83.98,70.81,24,0,5.19
544,Dali,CN,2020-10-30 01:39:24,25.7,100.18,65.41,69,14,1.57
545,Newton,US,2020-10-30 01:39:24,42.34,-71.21,45.0,100,100,16.11
546,Kollam,IN,2020-10-30 01:39:25,8.88,76.6,80.6,94,20,4.03
547,Kysyl-Syr,RU,2020-10-30 01:39:25,63.9,122.76,-2.81,88,13,1.63
548,Constitucion,CL,2020-10-30 01:39:25,-35.33,-72.42,56.44,72,0,5.44
549,Harrogate,GB,2020-10-30 01:39:25,53.99,-1.54,59.0,87,100,11.41
550,Pacsa,HU,2020-10-30 01:39:25,46.72,17.01,44.6,100,90,2.24
551,Callaguip,PH,2020-10-30 01:39:25,18.07,120.49,77.0,100,75,6.93
552,Ambulu,ID,2020-10-30 01:39:25,-8.35,113.61,86.09,64,16,3.87
553,Rawlins,US,2020-10-30 01:39:25,41.79,-107.24,44.6,52,1,14.99
554,Sinnamary,GF,2020-10-30 01:39:25,5.38,-52.95,81.77,83,99,13.96
555,Cowra,AU,2020-10-30 01:39:25,-33.83,148.68,75.0,53,76,5.01
556,Okha,RU,2020-10-30 01:34:52,53.57,142.95,40.35,76,87,11.74
557,Evanston,US,2020-10-30 01:39:25,42.04,-87.69,41.0,64,40,11.41
558,Greenville,US,2020-10-30 01:39:25,35.61,-77.37,77.0,83,1,18.34
559,Salisbury,GB,2020-10-30 01:38:48,51.07,-1.8,57.99,87,100,17.22
560,Chiredzi,ZW,2020-10-30 01:39:25,-21.05,31.67,66.65,50,0,2.89
561,Warrenton,ZA,2020-10-30 01:39:25,-28.11,24.85,68.72,53,90,5.12
562,Deputatskiy,RU,2020-10-30 01:39:25,69.3,139.9,3.72,96,100,1.1
563,Waipawa,NZ,2020-10-30 01:39:25,-41.41,175.52,64.4,88,11,20.8
564,Cap Malheureux,MU,2020-10-30 01:39:25,-19.98,57.61,66.99,69,0,8.99
565,Kutum,SD,2020-10-30 01:39:25,14.2,24.67,71.08,27,8,10.8
566,Shitkino,RU,2020-10-30 01:39:26,56.37,98.35,27.0,83,100,10.38
567,Nemuro,JP,2020-10-30 01:39:26,43.32,145.57,48.2,66,75,10.29
568,Luganville,VU,2020-10-30 01:39:26,-15.53,167.17,78.8,88,90,5.82
569,Ust-Kishert,RU,2020-10-30 01:39:26,57.37,57.25,30.83,95,100,10.0
570,The Valley,AI,2020-10-30 01:39:26,18.22,-63.06,84.2,74,40,11.41
571,Taveta,KE,2020-10-30 01:39:26,-3.4,37.67,68.0,82,75,0.47
572,Mayor Pablo Lagerenza,PY,2020-10-30 01:39:26,-19.93,-60.77,70.45,54,100,15.64
573,Parakou,BJ,2020-10-30 01:39:26,9.34,2.63,72.3,51,28,2.1
574,Sokoni,TZ,2020-10-30 01:39:26,-6.43,39.55,75.2,94,20,13.67
575,Sheridan,US,2020-10-30 01:39:26,44.83,-106.92,46.4,61,20,8.05
576,Sandur,IN,2020-10-30 01:39:26,15.1,76.55,73.04,75,81,1.59
577,Kalevala,RU,2020-10-30 01:39:26,65.2,31.17,43.59,83,88,12.5
578,Binzhou,CN,2020-10-30 01:34:56,37.37,118.02,61.07,39,0,5.3
579,Gemena,CD,2020-10-30 01:39:26,3.25,19.77,67.91,98,100,0.45
580,Steinbach,DE,2020-10-30 01:39:26,50.17,8.57,54.0,93,75,12.75
581,Tisovec,SK,2020-10-30 01:39:26,48.68,19.94,39.0,86,20,9.17
582,Emba,KZ,2020-10-30 01:35:20,48.83,58.14,38.84,67,99,6.06
583,Elverum,NO,2020-10-30 01:39:26,60.88,11.56,30.99,90,0,2.26
584,Miraflores,MX,2020-10-30 01:38:21,19.22,-98.81,71.01,32,40,13.87
